,제목,저자,출판사,출판일,가격,ISBN
51,자바스크립트를 깨우치다 (객체로 풀어보는 JavaScript의 원리),코디 린들리,비제이퍼블릭,20130722,0,9788994774435
52,자바스크립트 디자인 패턴 (안정적이고 유지보수 가능한 강력한 애플리케이션 개발),사이먼 팀스,에이콘출판,20160728,22500,9788960778856
53,JavaScript (자바스크립트 성능 최적화),니콜라스 자카스,한빛미디어,20110925,0,9788979148558
54,HTML5 자바스크립트 (비디오 오디오 구글 맵 지오로케이션 웹 저장소 등을 활용한 프로젝트),지닌 마이어,한빛미디어,20120601,28800,9788979149241
55,자바스크립트 프로그래밍 (프론트엔드 개발자를 위한),니콜라스 C. 자카스,인사이트,20130516,45600,9788966260768
56,자바스크립트 ES6+ 독학백서,이도해,달무리,20211020,17900,9791197612725
57,Do it! 웹 프로그래밍을 위한 자바스크립트 기본 편,고경희,이지스퍼블리싱,20190326,16920,9791163030645
58,컴퓨터 프로그래밍 문제해결기법 (자바스크립트로 쉽게 풀어쓴),최명복,생능출판,20160128,20700,9788970507903
59,임베디드 자바스크립트: 언어 (넷브레인 프로젝트를 위한),전응섭,기한재,20110730,15520,9788970186412
60,"모던 자바스크립트 핵심 가이드 (자바스크립트 기초부터 타입스크립트, ES2021까지 핵심만 쏙쏙)",알베르토 몬탈레시,한빛미디어,20210514,17820,9791162244289
61,"자바스크립트 JSON 쿡북 (데스크탑, 서버, 웹, 모바일 애플리케이션에서 활용하는 80가지 레시피)",레이 리쉬패터,에이콘출판,20170224,18000,9788960779693
62,"자바스크립트+jQuery (JavaScript부터 JSON, AJAX, Mobile까지 다루는)",박성배,영진닷컴,20180630,27000,9788931458015
